""
""
""
""
""
""
""
""
""
""
""
""
mytest
"<tr>
<td>Primary location:</td>
<td><span itemprop=""address"" itemscope itemtype=""http://schema.org/PostalAddress"">
<span itemprop=""addressLocality"">
Montvale, NJ,
United States
</span>
</span></td>
</tr>,<tr>
<td>About:</td>
<td>
<p>
<strong>Western Union Business Solutions </strong>is a leading supplier of foreign exchange services and a trusted provider of international business-to-business payments.  We enable companies of all sizes to send and receive international payments, manage currency exposures and capitalize on global market opportunities. With a suite of products and services tailored specifically for business needs, a deep expertise in foreign transactions, access to over 140 currencies and a global financial network that spans more than 200 countries and territories, we help companies spend less time managing international payments and more time growing their businesses.<br>
 </p>
</td>
</tr>,<tr>
<td>
<p style=""width:600px"">This service provider currently has posted no references</p>
</td>
</tr>,<tr>
<td width=""45px;""><img class=""sn linkedin"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"" alt=""LinkedIn""></td>
<td>
Not connected
</td>
</tr>"
""
""
""
""
""
""
"<tr>
<td>Primary location:</td>
<td><span itemprop=""address"" itemscope itemtype=""http://schema.org/PostalAddress"">
<span itemprop=""addressLocality"">
Albany, NY,
United States
</span>
</span></td>
</tr>,<tr>
<td>About:</td>
<td>
<p>
American Digital Services has been providing Web Hosting, Content Management Solutions, Email Security, IT Support, and Security for over 10 years. We give you enterprise level services without the hassle of managing the technology or the enterprise cost.</p>
</td>
</tr>,<tr>
<td>
<p style=""width:600px"">This service provider currently has posted no references</p>
</td>
</tr>,<tr>
<td width=""45px;""><img class=""sn linkedin"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"" alt=""LinkedIn""></td>
<td>
Not connected
</td>
</tr>"
"<tr>
<td class=""color-1F4862"">Main Area of Expertise:</td>
<td>
<a class=""mainExp"" href=""/United-States/Banking/detailed-service-provider.html"">International Banking in the United States</a>
</td>
</tr>,<tr>
<td>About:</td>
<td>
<p>
Established in 1959, we are the leading source of development financing for Latin America and the Caribbean, with a strong commitment to achieve measurable results, increased integrity, transparency and accountability. We have an evolving reform agenda that seeks to increase our development impact in the region.</p>
<p>
While we are a regular bank in many ways, we are also unique in some key respects. Besides loans, we also provide grants, technical assistance and do research. Our shareholders are 48 member countries, including 26 Latin American and Caribbean borrowing members, who have a majority ownership of the IDB.</p>
<p>
Our Fund for Special Operations (FSO) provides concessional financing to our most vulnerable member countries.</p>
</td>
</tr>,<tr>
<td>
<p style=""width:600px"">This service provider currently has posted no references</p>
</td>
</tr>,<tr>
<td><img class=""icon-s type-2"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif""></td>
<td class=""content-data"">
<a class=""title"" id=""content_1933"" href=""/international-trade-import-exports/f/business/pdf/Brazil/Trade-Policy-Brazil-s-Trade-Policies--Old-and-New-Issues.html"">Brazil's Trade Policies: Old and New Issues </a>
<img class=""starM5"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"" width=""80"" height=""13"">
<p>This paper looks at Brazil's unfinished trade reforms and argues that if the country really wants to fully enjoy the growth and welfare benefits of trade, it needs to further lower and rationalize its structure of protection, adopt a more aggressive, WTO-plus, policy to open markets abroad, design a regional integration strategy that makes sense to its smaller partners and bring trade facilitation, particularly, transport costs, to the core of its trade agenda. </p>
<div class=""contentLocation"">
<span class="""">
In
<a href=""/international-trade-import-exports/f/business/Brazil/Business-Environment.html"" class=""secondary"">Business Environment in Brazil</a>
</span>
<span class="""">
, <a href=""/international-trade-import-exports/f/business/Brazil/Trade-Policy-Customs.html"" class=""secondary"">Customs in Brazil</a>
</span>
<span class=""hiddenFolders_1933"" style=""display:none;"">
, <a href=""/international-trade-import-exports/f/business/Brazil/Trade-Policy-Trade-Agreements.html"" class=""secondary"">Trade Agreements in Brazil</a>
</span>
<span class=""hiddenFolders_1933"" style=""display:none;"">
, <a href=""/international-trade-import-exports/f/business/Brazil/Trade-Policy.html"" class=""secondary"">Trade Policy and Regulations in Brazil</a>
</span>
 
</div>
<div class=""clear""></div>
<div class=""contentTime grey left"">
<span class=""left"">(posted on: 19 March 2010)</span>
<span id=""seemore_1933"" class="""" right>
<a href=""javascript:%20void(0)"" rel=""1933"" class=""viewMoreFolder"">view more folders</a>
</span>
</div>
</td>
</tr>,<tr>
<td><img class=""icon-s type-2"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif""></td>
<td class=""content-data"">
<a class=""title"" id=""content_1933"" href=""/international-trade-import-exports/f/business/pdf/Brazil/Trade-Policy-Brazil-s-Trade-Policies--Old-and-New-Issues.html"">Brazil's Trade Policies: Old and New Issues </a>
<img class=""starM5"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"" width=""80"" height=""13"">
<p>This paper looks at Brazil's unfinished trade reforms and argues that if the country really wants to fully enjoy the growth and welfare benefits of trade, it needs to further lower and rationalize its structure of protection, adopt a more aggressive, WTO-plus, policy to open markets abroad, design a regional integration strategy that makes sense to its smaller partners and bring trade facilitation, particularly, transport costs, to the core of its trade agenda. </p>
<div class=""contentLocation"">
<span class="""">
In
<a href=""/international-trade-import-exports/f/business/Brazil/Business-Environment.html"" class=""secondary"">Business Environment in Brazil</a>
</span>
<span class="""">
, <a href=""/international-trade-import-exports/f/business/Brazil/Trade-Policy-Customs.html"" class=""secondary"">Customs in Brazil</a>
</span>
<span class=""hiddenFolders_1933"" style=""display:none;"">
, <a href=""/international-trade-import-exports/f/business/Brazil/Trade-Policy-Trade-Agreements.html"" class=""secondary"">Trade Agreements in Brazil</a>
</span>
<span class=""hiddenFolders_1933"" style=""display:none;"">
, <a href=""/international-trade-import-exports/f/business/Brazil/Trade-Policy.html"" class=""secondary"">Trade Policy and Regulations in Brazil</a>
</span>
 
</div>
<div class=""clear""></div>
<div class=""contentTime grey left"">
<span class=""left"">(posted on: 19 March 2010)</span>
<span id=""seemore_1933"" class="""" right>
<a href=""javascript:%20void(0)"" rel=""1933"" class=""viewMoreFolder"">view more folders</a>
</span>
</div>
</td>
</tr>,<tr>
<td width=""45px;""><img class=""sn linkedin"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"" alt=""LinkedIn""></td>
<td>
Not connected
</td>
</tr>"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"<tr>
<td>Primary location:</td>
<td><span itemprop=""address"" itemscope itemtype=""http://schema.org/PostalAddress"">
<span itemprop=""addressLocality"">
Paris,
France
</span>
</span></td>
</tr>,<tr>
<td>About:</td>
<td>
<p>
<strong>Your B2B Digital solutions provider for International Trade Tools </strong></p>
<p>
<strong>Non-Financial Services </strong><br>
Non financial services for banks, NGO and goverment organizations  are in strong expansion and we at Export Enterprises are the backbone of growth in this emerging industry.  More and more banks are developing strategies and creating SME units to cater to clients that fall in the SME category, especially SMEs searching for foreign expansion.</p>
<p>
<strong>Our Services</strong><br>
Export Enterprises provide banks, NGOs and government organizations with international trade resources, SME portals, online communities and B2B marketplaces to be made available to the international business banking client.  The overall result provides these clients and SMEs with a one stop shop of tools, resources, and content vital to successfully and securely growing an international business. Such tools included; interactive maps of import/export flows, how to articles on business development and international banking, market reports, shipping documents, custom duties; country profiles, tax guides, denied party screening, landed cost calculators and more </p>
</td>
</tr>,<tr>
<td>References and clients:</td>
<td>
Major Reference Clients include: Santander Group, Maybank, BNP Paribas, International Finance Corporation (IFC), The World Bank and much more.
</td>
</tr>,<tr>
<td width=""45px;""><img class=""sn linkedin"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"" alt=""LinkedIn""></td>
<td>
Not connected
</td>
</tr>"
""
""
""
""
""
""
"<tr>
<td>Primary location:</td>
<td><span itemprop=""address"" itemscope itemtype=""http://schema.org/PostalAddress"">
<span itemprop=""addressLocality"">
New York,
United States
</span>
</span></td>
</tr>,<tr>
<td>About:</td>
<td>
<p>
WEB BASED DO-IT-YOURSELF SOLUTION FOR GLOBAL DRY BULK TRADES<br>
<br>
We are Fastfix Inc. FastFix™ system facilitates ocean freight for dry bulk shipments. Using our DO-IT-YOURSELF solution online you can post shipments directly on the system and negotiate suitable ship space. System is useful for established Traders that ship dry bulks such as coal, iron ore, minerals, grains, rice, wheat, cement etc to any major functioning port in the world. Our system provides GLOBAL TRADE INFRASTRUCTURE for all major dry bulk commodities that are transported by ship.<br>
<br>
You may transact:<br>
- Full Cargo Orders (above 5,000mt/10,000mt/parcel)<br>
- Part Cargo Orders (under 5,000mt)<br>
- COAs<br>
- TCs</p>
<p>
Covers 9600 ports worldwide and 100+ commodities. <br>
<br>
REGISTER for FREE  in suitable category and use PROMO: ""free90"" to get FREE ACCESS test drive for 90 days before we launch our website to rest of the market. Many more upgrades planned for the upcoming launch.</p>
</td>
</tr>,<tr>
<td>
<p style=""width:600px"">This service provider currently has posted no references</p>
</td>
</tr>,<tr>
<td width=""45px;""><img class=""sn linkedin"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"" alt=""LinkedIn""></td>
<td>

Not connected
</td>
</tr>"
""
""
""
""
""
""
"<tr>
<td class=""color-1F4862"">Main Area of Expertise:</td>
<td>
<a class=""mainExp"" href=""/United-States/Road-Transport/detailed-service-provider.html"">Road Transport in the United States</a>
</td>
</tr>,<tr>
<td>About:</td>
<td>
<p>
Offer taxi services around Sacramento Ca area including Sac airport also provides airport van shuttle service</p>
</td>
</tr>,<tr>
<td>
<p style=""width:600px"">This service provider currently has posted no references</p>
</td>
</tr>,<tr>
<td width=""45px;""><img class=""sn linkedin"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"" alt=""LinkedIn""></td>
<td>
Not connected
</td>
</tr>"
""
""
""
""
""
""
"<tr>
<td>Primary location:</td>
<td><span itemprop=""address"" itemscope itemtype=""http://schema.org/PostalAddress"">
<span itemprop=""addressLocality"">
Easton,
United States
</span>
</span></td>
</tr>,<tr>
<td>About:</td>
<td>
<p>
My company Global Mercato is a leading import export company dealing exclusively with water. I have major suppliers of water for any buyers that need it URGENTLY. I am an expert in finding buyers and suppliers. I've worked with companies in other countries looking for products made here in the United States. I also specialize in commodities from other countries to import to the United States. I'm looking to build long term relationships with companies worldwide to do business with.</p>
</td>
</tr>,<tr>
<td>
<p style=""width:600px"">This service provider currently has posted no references</p>
</td>
</tr>,<tr>
<td width=""45px;""><img class=""sn linkedin"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"" alt=""LinkedIn""></td>
<td>
Not connected
</td>
</tr>"
""
""
""
""
""
""
"<tr>
<td class=""color-1F4862"">Main Area of Expertise:</td>
<td>
<a class=""mainExp"" href=""/Argentina/Banking/detailed-service-provider.html"">International Banking in Argentina</a>
</td>
</tr>,<tr>
<td>About:</td>
<td>
<p>
BNY Mellon is a global investments company dedicated to helping its clients manage and service their financial assets throughout the investment lifecycle. Whether providing financial services for institutions, corporations or individual investors, BNY Mellon delivers informed investment management and investment services in 35 countries and more than 100 markets. As of September 30, 2013, BNY Mellon had $27.4 trillion in assets under custody and/or administration, and $1.5 trillion in assets under management.</p>
</td>
</tr>,<tr>
<td>
<p style=""width:600px"">This service provider currently has posted no references</p>
</td>
</tr>,<tr>
<td width=""45px;""><img class=""sn linkedin"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"" alt=""LinkedIn""></td>
<td>
Not connected
</td>
</tr>"
""
""
""
""
""
""
"<tr>
<td>Primary location:</td>
<td><span itemprop=""address"" itemscope itemtype=""http://schema.org/PostalAddress"">
<span itemprop=""addressLocality"">
Boulder, CO,
United States
</span>
</span></td>
</tr>,<tr>
<td>About:</td>
<td>
<p>
ENLASO is a full service globalization firm with over 40 years of experience assisting companies with every aspect of their international market needs.  From translation and localization, to market research and market penetration strategies, you can count on our network of experts and thousands of in-country resources to help your business accomplish exactly the success you envision.</p>
</td>
</tr>,<tr>
<td>References and clients:</td>
<td>
ISO-Certified: http://www.enlaso.com/About_ENLASO/ISO_Certification.aspx
Professional memberships: http://www.enlaso.com/About_ENLASO/Strategic_Partners.aspx
</td>
</tr>,<tr>
<td width=""45px;""><img class=""sn linkedin"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"" alt=""LinkedIn""></td>
<td>
Not connected
</td>
</tr>"
""
""
""
""
""
""
"<tr>
<td>Primary location:</td>
<td><span itemprop=""address"" itemscope itemtype=""http://schema.org/PostalAddress"">
<span itemprop=""addressLocality"">
Long Island City,
United States
</span>
</span></td>
</tr>,<tr>
<td>About:</td>
<td>
<p>
<strong>We are ISO9001 Quality System and ISO14001 Environment Management System certified. With over 2,500 employees and a factory floor space of 3 million square feet, Dunli Group manufactures a diverse variety of products: medical beds and related accessories; store fixtures, garment racks and displays; numerous models of industrial fans and blowers, fan motors and fan guards; housewares for the kitchen, bath, garden and more.</strong></p>
</td>
</tr>,<tr>
<td>
<p style=""width:600px"">This service provider currently has posted no references</p>
</td>
</tr>,<tr>
<td width=""45px;""><img class=""sn linkedin"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"" alt=""LinkedIn""></td>
<td>
Not connected
</td>
</tr>"
""
""
""
""
""
""
mytest
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
mytest
"
Albany, NY,
United States
"
""
""
""
""
""
""
""
""
""
""
""
"
New York,
United States
"
""
""
""
""
""
""
""
""
"
Paris,
France
"
""
""
""
""
""
""
""
""
""
""
""
""
""
"
Montvale, NJ,
United States
"
""
""
""
""
""
""
"
Boulder, CO,
United States
"
""
""
""
""
""
""
"
Long Island City,
United States
"
""
""
""
""
""
""
"
Easton,
United States
"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
mytest,sec
"
Albany, NY,
United States
",
,
,
,
"
Montvale, NJ,
United States
",
,
,
,
"
Easton,
United States
",
,
,
,
"
Long Island City,
United States
",
,
"
Paris,
France
",
,
"
New York,
United States
",
,
"
Boulder, CO,
United States
",
,
mytest,sec
"
Albany, NY,
United States
",
,
"
Montvale, NJ,
United States
",
,
"
New York,
United States
",
,
"
Long Island City,
United States
",
,
"
Boulder, CO,
United States
",
,
"
Paris,
France
",
,
"
Easton,
United States
",
,
,
,
,
,
,
,
mytest,sec
"
Albany, NY,
United States
",
,
,
,
"
Long Island City,
United States
",
,
,
"
Boulder, CO,
United States
",
,
,
"
Easton,
United States
",
,
"
New York,
United States
",
,
"
Paris,
France
",
,
,
"
Montvale, NJ,
United States
",
,
,
mytest,sec
"
Albany, NY,
United States
",Media/Graphic Design in the United States
,
,
,
,
"
Long Island City,
United States
",Custom Manufacturing in the United States
,
,
"
New York,
United States
",Ocean Freight in the United States
,
"
Paris,
France
",B2B Marketing in the United States
,
"
Montvale, NJ,
United States
",Foreign Exchange in the United States
,
"
Easton,
United States
",Free Trade Zone in the United States
,
,
,
"
Boulder, CO,
United States
",
,
mytest,sec
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
mytest,sec
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
mytest,sec
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
mytest,sec
,
,
,
,
,
,
,
,
,
,
mytest,sec
"
Albany, NY,
United States
",
"
Long Island City,
United States
",
,
"
Montvale, NJ,
United States
",
"
Easton,
United States
",
"
Boulder, CO,
United States
",
,
"
Paris,
France
",
,
"
New York,
United States
",
mytest,sec
"
Albany, NY,
United States
",
,
"
Long Island City,
United States
",
"
Montvale, NJ,
United States
",
"
Paris,
France
",
"
Easton,
United States
",
"
New York,
United States
",
"
Boulder, CO,
United States
",
,
,
mytest,sec
"
Albany, NY,
United States
",
"
New York,
United States
",
"
Montvale, NJ,
United States
",
"
Long Island City,
United States
",
"
Boulder, CO,
United States
",
"
Easton,
United States
",
"
Paris,
France
",
mytest
"
Albany, NY,
United States
"
"
Long Island City,
United States
"
"
Boulder, CO,
United States
"
"
Montvale, NJ,
United States
"
"
Paris,
France
"
"
New York,
United States
"
"
Easton,
United States
"
mytest
"
Albany, NY,
United States
"
""
""
""
"
New York,
United States
"
"
Long Island City,
United States
"
"
Montvale, NJ,
United States
"
"
Paris,
France
"
"
Boulder, CO,
United States
"
"
Easton,
United States
"
mytest
""
""
""
""
""
""
""
""
""
""
mytest
""
""
""
""
""
""
""
""
""
""
mytest
"
Albany, NY,
United States
"
""
"
Boulder, CO,
United States
"
""
"
Paris,
France
"
"
Long Island City,
United States
"
"
New York,
United States
"
"
Montvale, NJ,
United States
"
""
"
Easton,
United States
"
mytest
"
Albany, NY,
United States
"
"
New York,
United States
"
"
Montvale, NJ,
United States
"
"
Easton,
United States
"
"
Boulder, CO,
United States
"
""
""
"
Long Island City,
United States
"
""
"
Paris,
France
"
mytest,second
"
Albany, NY,
United States
",Media/Graphic Design in the United States
"
Montvale, NJ,
United States
",Foreign Exchange in the United States
,
"
Long Island City,
United States
",Custom Manufacturing in the United States
,
"
New York,
United States
",Ocean Freight in the United States
"
Paris,
France
",B2B Marketing in the United States
,
"
Boulder, CO,
United States
",
"
Easton,
United States
",Free Trade Zone in the United States
Title,SubTitle,primary_location,MainArea
American Digital Services,"A Hosting, Development, and Security Firm, United States","
Albany, NY,
United States
",Media/Graphic Design in the United States
Dunli Group USA,"Internationally design and manufacturing firm, United States","
Long Island City,
United States
",Custom Manufacturing in the United States
Export Enterprises,"Digital B2B Solutions, France","
Paris,
France
",B2B Marketing in the United States
Global Mercato,"Global Mercato import export expertise services, United States","
Easton,
United States
",Free Trade Zone in the United States
ENLASO Corporation,"Localization, Translation, Global Market Solutions, United States","
Boulder, CO,
United States
",
Fastfix Inc.,"D-I-Y Solution For Drybulk, United States","
New York,
United States
",Ocean Freight in the United States
BNY - THE BANK OF NEW YORK S.A.,"Banking and Finance Services, Argentina",,
Kmm Cab Co,"Taxi Service Around Sacramento, United States",,
Western Union Business Solutions,"Foreign Exchange Services, United States","
Montvale, NJ,
United States
",Foreign Exchange in the United States
Inter-American Development Bank,"Trade Policy, United States",,
abcd
"Success!
"
"Success!
"
"Success!
"
""
"Success!
"
"Success!
"
"Success!
"
"Success!
"
""
"Success!
"
"Success!
"
"Success!
"
""
"Success!
"
"Success!
"
"Success!
"
"Success!
"
""
"Success!
"
"Success!
"
""
"Success!
"
"Success!
"
"Success!
"
"Success!
"
"Success!
"
""
"Success!
"
"Success!
"
"Success!
"
""
"Success!
"
"Success!
"
"Success!
"
"Success!
"
""
"Success!
"
"Success!
"
"Success!
"
""
"Success!
"
"Success!
"
"Success!
"
""
abcd
""
""
This service provider currently has posted no references
""
""
""
""
This service provider currently has posted no references
""
""
""
""
""
""
This service provider currently has posted no references
""
""
""
This service provider currently has posted no references
""
""
""
This service provider currently has posted no references
""
""
""
This service provider currently has posted no references
""
""
""
""
""
""
""
This service provider currently has posted no references
""
""
""
""
""
This service provider currently has posted no references
""
abcd
""
""
This service provider currently has posted no references
""
""
""
This service provider currently has posted no references
""
""
""
""
""
This service provider currently has posted no references
""
""
""
""
""
This service provider currently has posted no references
""
""
""
""
""
This service provider currently has posted no references
""
""
""
This service provider currently has posted no references
""
""
""
""
""
""
""
This service provider currently has posted no references
""
""
""
This service provider currently has posted no references
""
sec
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
sec
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
"[<Selector xpath=""//div[@class='profile-content']/div[@class='section details']"" data='<div class=""section details"">\n<a id=""det'>]"
sec
"<div class=""section details"">
<a id=""details-section""></a>
<h2 class=""section-title"">Overview of <span>American Digital Services</span></h2>
<h3 class=""section-title""></h3>
<table width=""100%"">
<tr>
<td>About:</td>
<td>
<p>
American Digital Services has been providing Web Hosting, Content Management Solutions, Email Security, IT Support, and Security for over 10 years. We give you enterprise level services without the hassle of managing the technology or the enterprise cost.</p>
</td>
</tr>
<tr>
<td>Website:</td>
<td>
<a href=""http://www.americandigitalservices.com"" target=""_blank"">
http://www.americandigitalservices.com</a>
</td>
</tr>
<tr>
<td id=""fullCategories"">Category of expertise:</td>
<td>
<strong>United States</strong>:
<a href=""/United-States/Graphic-Design/detailed-service-provider.html"">Media/Graphic Design</a> <img class=""grey-star"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"">,
<a href=""/United-States/Marketing-Consulting/detailed-service-provider.html"">Marketing Consulting</a>,
<a href=""/United-States/Internet-marketing/detailed-service-provider.html"">Web Marketing Services</a>,
<a href=""/United-States/Accounting-Audit-Tax-and-due-Diligence/detailed-service-provider.html"">Due Diligence</a>,
<a href=""/United-States/Energy-Sales-and-Distribution/detailed-service-provider.html"">Energy Sales and Distribution</a>,
<a href=""/United-States/Electronics-Telecom-Sales-and-Distribution/detailed-service-provider.html"">Electronics/Telecom. Sales and Distribution</a>
<br>
</td>
</tr>
<tr>
<td>Primary location:</td>
<td><span itemprop=""address"" itemscope itemtype=""http://schema.org/PostalAddress"">
<span itemprop=""addressLocality"">
Albany, NY,
United States
</span>
</span></td>
</tr>
<tr>
<td>Date of creation:</td>
<td itemprop=""foundingDate"">July 1998</td>
</tr>
<tr>
<td>Number of employees:</td>
<td>10</td>
</tr>
<tr>
<td>Annual sales &amp; revenues:</td>
<td>
500,000
</td>
</tr>
</table>
<a class=""go-top"" href=""#top"" rel=""nofollow"">Top</a>
</div>"
"<div class=""section details"">
<a id=""details-section""></a>
<h2 class=""section-title"">Overview of <span>Export Enterprises</span></h2>
<h3 class=""section-title""></h3>
<table width=""100%"">
<tr>
<td>About:</td>
<td>
<p>
<strong>Your B2B Digital solutions provider for International Trade Tools </strong></p>
<p>
<strong>Non-Financial Services </strong><br>
Non financial services for banks, NGO and goverment organizations  are in strong expansion and we at Export Enterprises are the backbone of growth in this emerging industry.  More and more banks are developing strategies and creating SME units to cater to clients that fall in the SME category, especially SMEs searching for foreign expansion.</p>
<p>
<strong>Our Services</strong><br>
Export Enterprises provide banks, NGOs and government organizations with international trade resources, SME portals, online communities and B2B marketplaces to be made available to the international business banking client.  The overall result provides these clients and SMEs with a one stop shop of tools, resources, and content vital to successfully and securely growing an international business. Such tools included; interactive maps of import/export flows, how to articles on business development and international banking, market reports, shipping documents, custom duties; country profiles, tax guides, denied party screening, landed cost calculators and more </p>
</td>
</tr>
<tr>
<td>Website:</td>
<td>
<a href=""http://www.export-entreprises.com"" target=""_blank"">
http://www.export-entreprises.com</a>
</td>
</tr>
<tr>
<td id=""fullCategories"">Category of expertise:</td>
<td>
<strong>United States</strong>:
<a href=""/United-States/B2B/detailed-service-provider.html"">B2B Marketing</a> <img class=""grey-star"" src=""https://d3gecv9w1cv0iw.cloudfront.net/media/assets/images/layout/blank.gif"">,
<a href=""/United-States/Business-Development/detailed-service-provider.html"">Business Development</a>,
<a href=""/United-States/Business-Intelligence/detailed-service-provider.html"">Business Intelligence</a>
<br>
<strong>France</strong>:
<a href=""/France/Advertising/detailed-service-provider.html"">Advertising</a>,
<a href=""/France/B2B/detailed-service-provider.html"">B2B Marketing</a>,
<a href=""/France/Business-Development/detailed-service-provider.html"">Business Development</a>
<br>
</td>
</tr>
<tr>
<td>Primary location:</td>
<td><span itemprop=""address"" itemscope itemtype=""http://schema.org/PostalAddress"">
<span itemprop=""addressLocality"">
Paris,
France
</span>
</span></td>
</tr>
<tr>
<td>Languages spoken:</td>
<td>
English ,
French,
 Spanish
</td>
</tr>
<tr>
<td>Date of creation:</td>
<td itemprop=""foundingDate"">2000</td>
</tr>
<tr>
<td>Number of employees:</td>
<td>21</td>
</tr>
<tr>
<td>A member of:</td>
<td>
<h3>
<a href=""http://www.fita.org"" target=""_blank"" class=""ul"">FITA - Federation of International Trade Associations</a>
</h3>
</td>
</tr>
</table>
<a class=""go-top"" href=""#top"" rel=""nofollow"">Top</a>
</div>"
